source;post_id;id;pk;text;translated_text;created_at;sender;sender_fullname;sender_profile_pic;token;target
@info.luwuk;3306544908650851823_5907861760;18417325768012334;18417325768012334;Misi min bisa bantu saya buat posting barang yang ilang?;Misi min bisa bantu saya buat posting barang yang hilang?;Fri Mar 01 2024 16:23:25 GMT+0700 (Western Indonesia Time);onyours_indy;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/420639464_354922617402320_7509957597215139179_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=8pLOP-r8HBoAb40mPu_&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCE-6ejK_5E8vBEUJLdi8JYuhOefbqirmGeI7Mbx_28rg&oe=6613E183&_nc_sid=f5838a;misi,bantu,posting,barang,hilang;banggai
@info.luwuk;3289900240400199912_5907861760;18016432801915871;18016432801915871;"untuk kemajuan daeraah..ada hal baenya kalo ujan basar ba angin kon tumbang aaa biarrjo di tabang.spy tead pemeliharaan lagi mati lampu trus,, mungkin krn so poll ditiang sblah jdi ditmbh lagi toh.. contoh sj dipalu kiri kanan ad tiang listrik nya kandati tead pohon pelindung. mar te tacako kabel""malintang.";"untuk kemajuan daeraah..ada hal baenya kalo ujan basar ba angin kon tumbang aaa biarrjo di tabang.spy tead pemeliharaan lagi mati lampu trus,, mungkin krn so poll ditiang sblah jdi ditmbh lagi toh.. contoh sj dipalu kiri kanan ad tiang listrik nya kandati tead pohon pelindung. mar te tacako kabel""malintang.";Sun Jan 28 2024 15:13:15 GMT+0700 (Western Indonesia Time);anca2369;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/338748997_206096968777059_1743054400539072274_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=nAYCCIZ0hn4Ab4P2E3O&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfB-LHANbqxPS4tZfnxg-XvSk9_5KBAfsBInJjJmuPxYOQ&oe=6613FC58&_nc_sid=f5838a;kemajuan,daeraah,baenya,kalo,ujan,basar,ba,angin,kon,tumbang,aaa,biarrjo,tabang,spy,tead,pemeliharaan,mati,lampu,trus,krn,so,poll,ditiang,sblah,jdi,ditmbh,contoh,sj,dipalu,kiri,kanan,ad,tiang,listrik,kandati,pohon,pelindung,te,tacako,kabel,malintang;banggai
@info.luwuk;3289900240400199912_5907861760;17970154064529708;17970154064529708;Depan kompi, padahal itu pelindung dr terik matahari bagi anak2 yg jalan kaki pulang sekolah😢 *termasuk anakku😌;Depan kompi, padahal itu pelindung dr terik matahari bagi anak2 yg jalan kaki pulang sekolah😢 *termasuk anakku😌;Sun Jan 28 2024 11:32:12 GMT+0700 (Western Indonesia Time);ramlah_nte;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/390888276_138355912697643_4048015668212385089_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=iJm1X7RdB5YAb6z8p6S&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAU6WxxHO3C6jLp_GPQBzHZCG5OrhKzqwmaJMy3DijFDw&oe=66140CB8&_nc_sid=f5838a;kompi,pelindung,dr,terik,matahari,anak2,jalan,kaki,pulang,sekolah,anakku;banggai
@info.luwuk;3289900240400199912_5907861760;17911226276874052;17911226276874052;Betul , d dekat seberang pom Bunga pohon yang besar mungkin so hidup brp banyak Tahun, tahun lalu dorang musnahkan 😢, akhirnya so jadi panas terik d situ 😢;Itu benar, D di dekat sisi lain dari pom bunga pohon besar mungkin telah hidup bertahun -tahun, tahun lalu, itu adalah hal yang buruk 😢, akhirnya sangat panas di sana 😢;Sun Jan 28 2024 13:35:08 GMT+0700 (Western Indonesia Time);delvaro24;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/432552733_319161521165469_3317405877991633486_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=smNPV3V0u0UAb6sm75E&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAvT6fIud0876v-peVNRGnNe8futsyFASBf5Zwv2UBuTA&oe=66140909&_nc_sid=f5838a;d,sisi,pom,bunga,pohon,hidup,bertahun,buruk,panas;banggai
@info.luwuk;3289900240400199912_5907861760;18017157827100497;18017157827100497;Betul Skali,, di kota di tambah trus tiang listrik, dan di desa desa msih belum ada tiang listrik bahkan kabel sja ad yg belum masuk😢😢;Betul Skali,, di kota di tambah trus tiang listrik, dan di desa desa msih belum ada tiang listrik bahkan kabel sja ad yg belum masuk😢😢;Mon Jan 29 2024 16:22:49 GMT+0700 (Western Indonesia Time);fadly_lj;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/433532656_1056703695419804_9095186310423033015_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=TSrnK7dWLsgAb5w73RV&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCYqCvKnXBywjmMnn_A2KTi9fBOWeHiPl-KCKVacqsWow&oe=6613EE4E&_nc_sid=f5838a;skali,kota,trus,tiang,listrik,desa,msih,kabel,sja,ad,masuk;banggai
@info.luwuk;3289900240400199912_5907861760;17928074549739554;17928074549739554;Mcm so kiri kana in tiang listrik 😂;Mcm so kiri kana in tiang listrik 😂;Sun Jan 28 2024 14:21:36 GMT+0700 (Western Indonesia Time);dhikakuangga;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/317204921_833083251243272_2691434395463190535_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=jSUgSWs5HMwAb4YtiPx&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAm7-m6BA_Js03-F1Z5dfCNXbxLUMGzRcP2Tcr8XSyAww&oe=66140DE6&_nc_sid=f5838a;mcm,so,kiri,kana,in,tiang,listrik;banggai
@info.luwuk;3289900240400199912_5907861760;18006051098094255;18006051098094255;Jangan tebang pohon tapi dengan Catatan Hidup Tampa Listrik, untuk keamanan dan kenyamanan bersama sudah seharusnya bgtu, Kita kurang dalam hal tempat berlindung dari panas tapi dampaknya kita bisa menikmati listrik, mati stengah jam saja so full ba status Mencela PLN serta di potong pohong mengeluh😂😂😂;Jangan tebang pohon tapi dengan Catatan Hidup Tampa Listrik, untuk keamanan dan kenyamanan bersama sudah seharusnya bgtu, Kita kurang dalam hal tempat berlindung dari panas tapi dampaknya kita bisa menikmati listrik, mati stengah jam saja so full ba status Mencela PLN serta di potong pohong mengeluh😂😂😂;Sun Jan 28 2024 15:54:24 GMT+0700 (Western Indonesia Time);pandhy_ahmad;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/403068104_309098002051045_8894720412087733640_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=u4-bhpNUo1kAb5jbyDU&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfBqkhlJXpe3Iq-UGYoibcTA5vsdanECf0AYanlgCGqccQ&oe=661408E7&_nc_sid=f5838a;tebang,pohon,catatan,hidup,tampa,listrik,keamanan,kenyamanan,bgtu,berlindung,panas,dampaknya,menikmati,mati,stengah,jam,so,full,ba,status,mencela,pln,potong,pohong,mengeluh;banggai
@info.luwuk;3289900240400199912_5907861760;17879636339961179;17879636339961179;😢;😢;Sun Jan 28 2024 11:30:44 GMT+0700 (Western Indonesia Time);ramlah_nte;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/390888276_138355912697643_4048015668212385089_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=iJm1X7RdB5YAb6z8p6S&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAU6WxxHO3C6jLp_GPQBzHZCG5OrhKzqwmaJMy3DijFDw&oe=66140CB8&_nc_sid=f5838a;;banggai
@info.luwuk;3289900240400199912_5907861760;18090491473409160;18090491473409160;Bisa diajukan gugatan ke PN untuk ganti rugi;Bisa diajukan gugatan ke PN untuk ganti rugi;Sun Jan 28 2024 10:01:21 GMT+0700 (Western Indonesia Time);frankiperdana.s;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/325647616_200401769185127_5499565695648703550_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=-4Yggu094S4Ab68QWB4&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDmgWlWI3HeGt67Yzmkml78aR0pv9ayis6z6kXYF95xQQ&oe=661403CF&_nc_sid=f5838a;diajukan,gugatan,pn,ganti,rugi;banggai
@info.luwuk;3289900240400199912_5907861760;17996915048263586;17996915048263586;Kiri masyarakat punya kanan perusahaan punya bangkalii🤣🤣🙏;Kiri masyarakat punya kanan perusahaan punya bangkalii🤣🤣🙏;Wed Jan 31 2024 11:55:38 GMT+0700 (Western Indonesia Time);amsharhassan611;;https://instagram.fudr1-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fudr1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=vXaugl1MGCIAb4Atxsx&edm=ALlQn9MBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfBuxGdpeFHwBBl2sb-TxWLjZT_-Ke9GfyV97z1ISbnR6w&oe=6613FBCF&_nc_sid=e7f676;kiri,masyarakat,kanan,perusahaan,bangkalii;banggai
@info.luwuk;3285201409972633001_5907861760;18010837931177317;18010837931177317;@netijenluwuk;@NameJenLouw;Sun Jan 21 2024 23:21:38 GMT+0700 (Western Indonesia Time);sbstianstlom;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/428017097_2272834896402865_190356641621400740_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=nQzdhePZAjkAb41rq9s&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDxK_rnvBgTVvOO_9koA5a-JxskLGZK-4KOlTIYLFfGLA&oe=6613EE66&_nc_sid=f5838a;namejenlouw;banggai
@info.luwuk;3285201409972633001_5907861760;18012886553111101;18012886553111101;Menimpa truk min;Menimpa truk min;Sun Jan 21 2024 22:03:32 GMT+0700 (Western Indonesia Time);putrimarteen_;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/411408215_1411716646125343_947855657868283385_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=X9-eb1UbpvUAb4rMCoc&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfAuUh-vu-Mrw2mI680xpCOoWu2-ft5Rjfw3FrjSK46npQ&oe=6613EB2E&_nc_sid=f5838a;menimpa,truk;banggai
@info.luwuk;3283135730385669407_5907861760;18037033060710374;18037033060710374;Di ampana itu;Di ampana itu;Fri Jan 19 2024 06:09:09 GMT+0700 (Western Indonesia Time);randybanggu_39;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/280323308_415059950131366_1983977171018907364_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=HzAldNV-NGcAb7nTBZ1&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDpFE6URz3MgrA8ClZ_aywkgAtQikoj3NpFZwSlcDS5gA&oe=6613FC84&_nc_sid=f5838a;ampana;banggai
@info.luwuk;3283135730385669407_5907861760;18014412359496618;18014412359496618;Astagfirullah.. Asli berasa banget;Astagfirullah.. Asli berasa banget;Fri Jan 19 2024 01:00:33 GMT+0700 (Western Indonesia Time);riansonicakasyah;;https://instagram.fcgk30-1.fna.fbcdn.net/v/t51.2885-19/358807354_818262122936348_2891416939498104401_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk30-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=1N5QSPmsu4EAb4ue0xu&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCeC6BjL1T3fESIGljnmqQ444lezA6JQR5r1hVY_EQ7fg&oe=6613F3DA&_nc_sid=f5838a;asli,berasa;banggai
@info.luwuk;3282003442740992717_5907861760;18009094502337516;18009094502337516;Selamat malam, apakah lowongan pekerjaan di Bank Mega Luwuk, Banggai dengan posisi frontliner (CS/Teller) masih dibuka? terima kasih.🙏 @haryono_rahim;Selamat malam, apakah lowongan pekerjaan di Bank Mega Luwuk, Banggai dengan posisi frontliner (CS/Teller) masih dibuka? terima kasih.🙏 @haryono_rahim;Tue Feb 27 2024 20:05:45 GMT+0700 (Western Indonesia Time);arfandiasfian;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/311805974_112812641615484_7987025008477743629_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=2cHh0lnPBBAAb6Ks-fI&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDG2X4bB-83HLjc-c7SN7HLfGAiuDsnZQv9JCAO-gbWxw&oe=661404AD&_nc_sid=f5838a;selamat,malam,lowongan,pekerjaan,bank,mega,luwuk,banggai,posisi,frontliner,cs,teller,dibuka,terima,haryono_rahim;banggai
@exploreluwuk;1508717829238366635_2208261464;17871359293117196;17871359293117196;Bisa tolong Bantu gak mas Saya cari guide buat explore Kota luwuk?;Bisa tolong Bantu gak mas Saya cari guide buat explore Kota luwuk?;Fri Jun 09 2017 04:55:46 GMT+0700 (Western Indonesia Time);rlwisnu;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/351391795_653209989956382_7773410919855826469_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=uFM_Zm6TE4oAb42mDRd&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfDRVOgO9mGjGqvM6K6WUlW8isMXMjScrrxuCI8m0-F86A&oe=661406FB&_nc_sid=f5838a;tolong,bantu,gak,mas,cari,guide,explore,kota,luwuk;banggai
@exploreluwuk;1508717829238366635_2208261464;17880892480017465;17880892480017465;Ada acara seminar di jogja ? Atau acara kantor di jogja ? Nginep di guest housenya @holayholiday aja lagi ada #promopay1get2holayholiday lho !;Ada acara seminar di jogja ? Atau acara kantor di jogja ? Nginep di guest housenya @holayholiday aja lagi ada #promopay1get2holayholiday lho !;Tue May 16 2017 22:55:55 GMT+0700 (Western Indonesia Time);holayholiday;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/16123985_246468849125749_7685195247151742976_a.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=9CIw1hb0Ak0Ab4g5Nbg&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfBj93vH1b_LfYReybPqeLlu6rfvz4teB5V5SHigH5nNHw&oe=66140860&_nc_sid=f5838a;acara,seminar,jogja,kantor,nginep,guest,housenya,holayholiday,promopay1get2holayholiday,lho;banggai
@exploreluwuk;1508717829238366635_2208261464;17870782681077139;17870782681077139;Oh ya best photo taken by : mr. @chalyoctavian thanks so much.. 😁😝✌;Oh ya foto terbaik diambil oleh: mr. @chalyoctavian terima kasih banyak .. 😁😝✌;Sun May 07 2017 07:04:50 GMT+0700 (Western Indonesia Time);evaa.s.s;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/350231541_823561889192188_3303267737409013648_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sGEOOkpcbr0Ab4W4E9G&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCXzEQZkWauZFauqAmHhFn_ttDMMRCxQ_2yN5KLK1Uckg&oe=66141A82&_nc_sid=f5838a;oh,foto,terbaik,diambil,mr,chalyoctavian,terima;banggai
@exploreluwuk;1508717829238366635_2208261464;17879966356049916;17879966356049916;Uhuk 😌 @evasusanthie;Uhuk 😌 @evasusanthie;Sat May 06 2017 23:44:44 GMT+0700 (Western Indonesia Time);chalyoctavian;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/133147128_1355839221443454_884600696671947710_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=rPtEU0kXk9AAb45w3mT&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfBKc42n4uPHKkoaE4Mp0QtW_0JTHO3oBD7AdI9Qj4xjYA&oe=6613FBAD&_nc_sid=f5838a;uhuk,evasusanthie;banggai
@exploreluwuk;1508717829238366635_2208261464;17867285005124686;17867285005124686;Thanks min.. Makin hitzzlah pkknya #exploreluwuk 😸;Thanks min.. Makin hitzzlah pkknya #exploreluwuk 😸;Sat May 06 2017 20:32:58 GMT+0700 (Western Indonesia Time);evaa.s.s;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/350231541_823561889192188_3303267737409013648_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=sGEOOkpcbr0Ab4W4E9G&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfCXzEQZkWauZFauqAmHhFn_ttDMMRCxQ_2yN5KLK1Uckg&oe=66141A82&_nc_sid=f5838a;thanks,hitzzlah,pkknya,exploreluwuk;banggai
@exploreluwuk;1480199651495541604_2208261464;17862792232084025;17862792232084025;Terimakasih bnyk apresiasinya min 🙏;Terimakasih bnyk apresiasinya min 🙏;Tue Mar 28 2017 11:44:44 GMT+0700 (Western Indonesia Time);abhele;;https://instagram.fcgk29-1.fna.fbcdn.net/v/t51.2885-19/355904233_975000823829550_550126620567256887_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=instagram.fcgk29-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=i1RMl3YvKGkAb616WdE&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfC4Kcflx6Dr6XWFwCxpvyc4e-YJt9A-05PH_Apzf0TmwA&oe=66141B3D&_nc_sid=f5838a;terimakasih,bnyk,apresiasinya;banggai
